Annual_Income,Employment_Length,Debt_to_Income,Credit_Score,Loan_Amount,Loan_Term,Home_Ownership,Default
61176.32,15,15.95,671.0,13100,36,MORTGAGE,0
84408.97,34,18.4,607.0,27000,60,MORTGAGE,0
21318.89,8,15.77,640.0,25200,36,MORTGAGE,0
172960.0,34,6.55,763.0,32300,36,OWN,0
51970.11,18,15.49,722.0,2200,36,RENT,1
21752.41,33,22.72,625.0,33100,36,OWN,0
64799.1,38,18.66,713.0,43900,36,RENT,0
60883.76,9,34.73,663.0,34700,36,MORTGAGE,0
57471.98,9,18.92,694.0,44600,36,RENT,0
98281.94,19,20.15,665.0,47700,36,MORTGAGE,0
87005.14,0,21.82,629.0,19600,36,MORTGAGE,0
69490.0,5,18.67,622.0,29300,36,RENT,0
74987.58,1,24.78,701.0,46900,36,RENT,0
56830.06,37,14.82,537.0,39200,60,RENT,0
145472.95,32,8.34,741.0,20000,36,RENT,0
28578.27,2,19.28,643.0,18500,60,MORTGAGE,0
64204.32,35,23.85,639.0,3300,36,MORTGAGE,0
61852.78,12,21.63,721.0,30100,60,RENT,0
89916.81,34,11.11,540.0,20900,60,MORTGAGE,0
39264.38,14,21.6,685.0,9600,36,RENT,0
25038.34,21,26.79,735.0,16700,60,RENT,0
64757.93,3,22.02,603.0,5000,60,MORTGAGE,0
68914.04,16,12.9,650.0,15500,36,MORTGAGE,0
126096.11,4,20.77,708.0,21400,36,RENT,0
31723.69,20,37.03,579.0,10600,36,MORTGAGE,0
106654.18,23,9.62,694.0,38100,36,MORTGAGE,0
195576.56,30,30.96,828.0,6500,36,MORTGAGE,0
49568.83,39,0.0,683.0,15400,36,MORTGAGE,0
31398.92,29,14.55,672.0,34400,36,RENT,0
48850.15,6,15.7,606.0,1100,36,MORTGAGE,1
60294.88,6,30.81,737.0,46900,36,MORTGAGE,0
79371.44,26,37.73,539.0,18100,60,MORTGAGE,1
44547.11,23,31.13,662.0,4800,36,MORTGAGE,0
130300.59,18,25.12,731.0,9700,36,MORTGAGE,0
34294.28,40,30.63,534.0,24400,60,RENT,0
25094.34,33,6.47,552.0,41000,60,RENT,0
104125.82,21,28.94,607.0,20300,36,OWN,0
19200.46,26,8.98,716.0,23600,36,MORTGAGE,0
54064.61,5,12.61,636.0,21500,36,MORTGAGE,0
284600.17,9,23.96,746.0,26600,60,MORTGAGE,1
59514.68,30,7.64,707.0,3800,60,RENT,0
34187.53,24,32.26,576.0,25100,60,MORTGAGE,1
58180.25,1,20.01,650.0,19800,36,MORTGAGE,0
58372.47,9,6.99,658.0,30500,36,MORTGAGE,0
64881.96,9,35.1,697.0,12300,36,OWN,0
83377.31,25,17.37,688.0,27400,60,RENT,0
35612.23,4,18.36,656.0,34400,36,RENT,0
139214.9,21,17.8,745.0,27100,36,MORTGAGE,0
67680.75,3,0.0,730.0,2400,36,RENT,0
86111.39,33,32.58,605.0,23200,36,RENT,0
43735.93,6,20.28,641.0,4700,36,RENT,0
113913.09,16,21.53,684.0,19300,36,RENT,0
52652.75,10,26.81,672.0,43800,36,RENT,0
68787.43,7,17.06,700.0,2300,60,RENT,0
37550.69,27,8.79,679.0,39200,36,RENT,0
36371.26,32,10.69,690.0,16800,60,OWN,0
84465.86,24,28.73,713.0,32900,36,RENT,0
47963.55,20,19.88,651.0,8500,36,MORTGAGE,0
39069.15,11,30.06,645.0,2600,36,MORTGAGE,0
43408.4,25,31.82,733.0,40600,60,RENT,0
84920.99,28,28.87,652.0,22400,36,OWN,0
43716.51,37,32.56,701.0,30700,60,MORTGAGE,1
56453.5,34,12.88,631.0,23200,60,RENT,0
60325.72,36,26.02,687.0,27800,60,RENT,0
22955.79,28,15.33,671.0,37400,36,MORTGAGE,0
28693.81,23,9.06,688.0,43700,36,OWN,0
70837.16,14,24.61,753.0,47300,36,RENT,0
41418.6,5,27.54,613.0,27200,60,MORTGAGE,0
101555.68,31,16.56,688.0,49500,60,MORTGAGE,0
97090.96,33,20.48,713.0,7100,36,RENT,0
85783.7,35,27.03,710.0,42100,36,MORTGAGE,0
148729.71,19,13.88,673.0,41100,36,MORTGAGE,0
57437.65,11,28.11,688.0,1300,36,RENT,0
82821.33,34,10.94,676.0,9700,60,MORTGAGE,0
44703.16,37,24.08,701.0,38900,36,MORTGAGE,0
204063.19,16,7.91,691.0,11500,36,MORTGAGE,0
161428.38,26,33.46,687.0,16700,36,MORTGAGE,0
60230.87,16,26.85,684.0,33200,36,MORTGAGE,0
72641.61,10,40.11,649.0,20700,36,MORTGAGE,0
118142.74,38,10.66,646.0,23700,36,MORTGAGE,0
55627.35,1,26.66,602.0,47500,36,RENT,0
43117.66,1,19.81,657.0,45900,36,MORTGAGE,0
92688.05,28,5.34,642.0,20000,36,MORTGAGE,0
62269.04,23,21.1,656.0,16300,36,MORTGAGE,0
65610.91,23,25.69,734.0,35200,60,OWN,0
39452.96,15,39.7,648.0,40800,36,MORTGAGE,1
25365.97,30,14.96,716.0,14700,36,MORTGAGE,0
67377.82,8,24.74,692.0,22300,36,MORTGAGE,1
94134.61,26,23.07,665.0,3000,60,RENT,0
53481.8,40,18.26,617.0,17500,36,RENT,0
122788.02,13,19.0,679.0,29800,36,OWN,0
42110.06,24,27.46,643.0,8300,36,RENT,0
35335.65,21,18.99,719.0,10800,60,MORTGAGE,0
57894.92,34,17.65,768.0,19900,36,MORTGAGE,0
57451.92,32,14.93,721.0,10400,36,RENT,0
87990.52,26,4.98,641.0,13300,36,MORTGAGE,0
40640.43,39,29.34,665.0,34600,36,RENT,0
118663.51,25,14.83,672.0,4000,60,MORTGAGE,0
160084.72,18,32.33,660.0,28700,36,MORTGAGE,0
58713.68,38,32.61,665.0,20600,36,MORTGAGE,0
111843.43,25,43.98,676.0,1600,60,MORTGAGE,0
35304.0,5,24.45,751.0,44200,36,MORTGAGE,0
102499.25,2,25.6,697.0,2400,36,RENT,0
101077.03,5,26.12,722.0,21200,36,MORTGAGE,0
92200.3,27,22.6,731.0,6600,60,MORTGAGE,0
59410.04,2,31.8,708.0,35500,36,RENT,0
13668.86,12,19.17,709.0,23600,36,OWN,0
43440.02,12,25.52,645.0,7900,36,RENT,0
43784.8,12,18.91,712.0,23800,36,MORTGAGE,1
36712.5,0,6.89,758.0,42500,60,MORTGAGE,0
63647.89,39,27.44,635.0,23700,36,OWN,0
48558.2,36,0.0,649.0,2600,36,MORTGAGE,0
39643.96,30,25.49,641.0,28700,60,MORTGAGE,0
35263.37,16,30.87,767.0,18900,60,MORTGAGE,0
41866.59,8,25.88,610.0,7900,60,MORTGAGE,0
104898.62,12,12.11,687.0,36500,60,RENT,0
43022.89,36,35.46,688.0,10500,60,MORTGAGE,1
46283.03,13,38.15,637.0,29200,36,MORTGAGE,0
47650.63,10,26.66,616.0,20200,36,MORTGAGE,0
70933.4,24,38.55,632.0,43700,36,OWN,0
75216.41,30,41.2,662.0,7900,36,MORTGAGE,0
13064.73,13,13.58,613.0,44600,36,MORTGAGE,0
99789.44,6,10.89,752.0,44000,60,MORTGAGE,0
122784.25,23,27.43,658.0,42900,60,RENT,0
35415.57,35,0.0,633.0,43200,36,MORTGAGE,0
36822.0,40,17.78,680.0,40300,60,MORTGAGE,0
47804.42,2,13.41,680.0,29200,36,RENT,0
41027.51,25,18.11,503.0,25700,60,MORTGAGE,0
66967.55,25,7.73,629.0,45700,60,RENT,0
22623.34,0,18.47,625.0,23300,60,MORTGAGE,0
34236.11,14,26.06,608.0,45200,36,MORTGAGE,0
129262.25,10,37.26,734.0,35100,60,MORTGAGE,0
37642.54,36,24.69,586.0,46600,60,MORTGAGE,0
111492.67,6,2.25,735.0,25000,60,MORTGAGE,0
71515.47,11,20.65,568.0,17000,36,OWN,1
24230.47,37,34.19,656.0,24400,60,MORTGAGE,0
82262.0,2,17.93,755.0,13600,36,MORTGAGE,0
56453.15,25,26.85,639.0,8900,36,RENT,0
47679.96,29,32.13,667.0,49700,36,OWN,0
67675.44,31,21.72,724.0,47100,36,MORTGAGE,0
75910.99,35,23.59,725.0,23200,36,RENT,0
85288.59,36,25.9,692.0,41000,36,MORTGAGE,0
107917.94,17,15.84,673.0,20400,60,RENT,0
73428.54,0,17.96,664.0,18000,36,MORTGAGE,0
30097.07,20,11.22,587.0,1300,60,RENT,0
47248.55,27,15.15,614.0,40500,36,RENT,0
260803.93,15,28.11,701.0,28700,36,RENT,0
86012.3,27,25.39,691.0,10300,36,MORTGAGE,0
195759.79,21,8.67,822.0,37100,60,MORTGAGE,0
120296.77,18,10.49,723.0,18800,36,RENT,0
67568.76,0,14.17,655.0,22700,36,MORTGAGE,0
69612.79,30,5.9,699.0,28900,60,RENT,0
58789.0,33,22.56,581.0,20400,36,RENT,0
25111.91,39,13.75,657.0,18000,36,RENT,0
60416.87,5,25.16,704.0,6700,36,RENT,0
109681.64,27,30.16,717.0,13600,60,RENT,0
44363.84,2,3.27,661.0,3000,60,OWN,0
73568.81,30,13.75,703.0,18200,36,MORTGAGE,0
91655.8,15,4.55,665.0,26000,36,RENT,0
37993.1,16,1.63,681.0,42500,36,MORTGAGE,0
47779.34,26,25.45,618.0,2600,60,MORTGAGE,1
35991.72,23,22.11,603.0,8900,36,RENT,0
39692.49,19,14.34,725.0,14600,36,RENT,0
31451.36,31,10.5,648.0,16500,60,MORTGAGE,0
38168.88,34,9.19,683.0,44000,36,RENT,0
121750.34,12,21.77,645.0,38400,36,OWN,1
37883.14,19,17.68,605.0,5400,60,RENT,0
63782.21,1,11.04,644.0,49000,60,MORTGAGE,0
46563.19,3,24.17,686.0,32200,60,MORTGAGE,0
107951.03,26,22.83,579.0,2000,60,MORTGAGE,1
115333.26,24,10.29,693.0,14400,36,RENT,1
92229.47,3,15.26,713.0,11900,36,RENT,0
69777.53,31,28.61,629.0,8600,60,MORTGAGE,0
53341.52,16,27.48,680.0,31500,36,RENT,0
32993.39,0,13.44,666.0,20100,36,RENT,0
158223.59,32,36.62,646.0,14900,60,RENT,1
40952.31,29,18.25,655.0,14700,36,RENT,0
83435.0,4,27.88,676.0,24900,36,RENT,0
101700.02,11,9.49,637.0,6000,36,MORTGAGE,0
45358.81,37,18.48,647.0,5400,36,RENT,0
100609.93,31,10.84,679.0,36900,36,RENT,0
87737.67,37,3.46,692.0,25200,60,RENT,0
142056.75,16,19.58,782.0,30900,36,RENT,0
47350.22,39,16.72,617.0,36800,36,MORTGAGE,0
31478.75,31,30.72,725.0,16800,36,RENT,0
46502.21,23,14.22,620.0,13600,36,RENT,0
66464.73,11,22.69,672.0,6500,60,MORTGAGE,1
61642.47,30,15.94,717.0,38200,36,RENT,0
49181.91,18,10.27,688.0,37100,36,MORTGAGE,0
23049.54,28,28.07,533.0,2600,36,MORTGAGE,1
75753.62,20,13.86,729.0,10300,36,RENT,0
160519.75,25,15.66,706.0,11500,60,MORTGAGE,0
75517.95,27,8.13,647.0,24100,60,MORTGAGE,0
81191.66,16,3.11,670.0,33800,36,OWN,0
79715.77,8,24.53,697.0,27000,36,RENT,0
73022.53,20,19.01,703.0,4200,36,MORTGAGE,0
95399.92,33,29.18,707.0,34600,60,MORTGAGE,0
72961.47,10,25.09,638.0,44800,36,MORTGAGE,0
51208.53,19,7.55,666.0,2400,36,RENT,0
40215.41,38,20.03,620.0,31200,36,MORTGAGE,0
52865.87,15,19.65,706.0,14400,36,RENT,0
70057.02,28,30.11,661.0,8900,36,RENT,0
51121.4,0,32.33,689.0,26600,36,RENT,0
70064.35,17,2.71,647.0,37800,36,MORTGAGE,0
74576.08,21,30.99,679.0,8500,60,MORTGAGE,0
90815.91,7,29.64,669.0,31400,36,MORTGAGE,0
113708.96,6,11.88,622.0,20000,36,RENT,0
62255.6,24,19.54,725.0,13500,36,MORTGAGE,0
31135.74,29,0.0,690.0,23300,60,RENT,0
50384.96,33,19.5,603.0,12100,36,OWN,1
61207.88,40,9.5,629.0,32200,36,RENT,0
23911.52,10,25.21,622.0,48500,36,MORTGAGE,0
119890.28,14,24.13,750.0,4700,36,RENT,0
64291.9,34,19.06,715.0,28400,36,MORTGAGE,0
72451.77,22,21.97,685.0,40800,60,OWN,0
118511.26,20,12.1,605.0,24000,36,RENT,0
43692.36,27,8.72,687.0,24000,36,MORTGAGE,0
79779.43,12,41.14,684.0,31100,36,MORTGAGE,0
56673.84,33,30.25,652.0,47300,36,RENT,0
54609.14,37,21.31,734.0,22700,36,MORTGAGE,0
40696.76,5,17.86,652.0,5700,36,MORTGAGE,0
137695.72,3,44.03,746.0,49900,36,RENT,0
49625.0,4,36.74,648.0,1600,36,MORTGAGE,0
84942.69,39,17.15,634.0,47300,36,MORTGAGE,1
23446.96,5,10.29,589.0,43500,60,MORTGAGE,0
108011.64,20,20.52,678.0,26200,60,RENT,0
101326.74,27,16.22,683.0,48900,60,OWN,0
62863.25,2,10.53,623.0,38700,36,MORTGAGE,0
53451.44,22,33.72,622.0,48300,36,MORTGAGE,1
73130.44,7,25.24,733.0,29300,36,MORTGAGE,0
188037.24,18,15.93,730.0,23500,60,MORTGAGE,0
24794.61,10,15.79,744.0,11200,36,MORTGAGE,0
88522.65,9,20.13,597.0,5500,36,RENT,0
37956.32,27,15.14,746.0,12900,60,OWN,0
59280.8,19,14.28,630.0,23600,60,MORTGAGE,1
52894.78,27,40.54,602.0,31400,36,OWN,0
48331.6,28,10.88,678.0,39700,36,RENT,0
59561.66,7,0.0,577.0,41700,36,MORTGAGE,0
33959.18,18,26.54,713.0,24000,36,MORTGAGE,0
100166.61,20,31.16,689.0,24600,60,MORTGAGE,0
24414.4,17,21.54,617.0,8500,60,MORTGAGE,0
78423.76,8,3.89,726.0,38000,36,RENT,0
50854.92,3,18.64,660.0,47700,36,RENT,0
33340.81,40,14.91,660.0,19300,60,RENT,0
66250.06,24,33.37,703.0,20400,36,RENT,0
27488.54,33,11.55,623.0,27600,36,MORTGAGE,0
61074.94,8,22.3,618.0,47300,60,OWN,0
29394.46,8,25.98,649.0,6100,36,RENT,0
75405.54,17,11.42,607.0,2800,60,MORTGAGE,0
37715.31,10,14.05,639.0,44300,36,MORTGAGE,0
47786.72,12,24.33,615.0,26600,36,RENT,0
69353.69,37,0.0,657.0,3000,60,OWN,0
40689.65,8,33.62,617.0,29600,36,OWN,0
58163.77,15,9.89,652.0,7500,36,RENT,0
28087.64,3,20.44,706.0,33900,36,MORTGAGE,0
82079.03,33,6.47,639.0,16100,60,RENT,0
144705.64,6,33.18,707.0,14500,36,MORTGAGE,1
241857.61,14,20.01,607.0,11100,36,RENT,0
62666.61,37,22.14,654.0,9400,36,RENT,0
88796.46,10,25.59,637.0,18400,36,MORTGAGE,0
24579.97,31,30.9,655.0,28000,36,MORTGAGE,0
126926.97,26,8.81,657.0,7100,60,MORTGAGE,0
88266.35,29,17.31,721.0,12500,60,MORTGAGE,0
47006.13,16,32.63,647.0,22200,36,RENT,1
111144.94,35,15.61,739.0,11300,60,RENT,0
52720.62,18,33.67,563.0,46400,36,MORTGAGE,0
47619.01,6,22.06,667.0,4900,36,MORTGAGE,0
75937.62,20,15.76,681.0,43100,60,MORTGAGE,0
35183.16,27,26.93,613.0,14100,36,RENT,0
99788.91,2,18.46,680.0,44300,36,RENT,1
35312.95,13,28.5,684.0,31100,36,RENT,1
35417.9,1,15.21,714.0,12800,36,MORTGAGE,0
37992.92,28,28.57,647.0,46700,36,RENT,1
87531.15,17,24.38,656.0,33900,36,OWN,0
43985.37,36,16.61,634.0,17300,36,RENT,0
30515.87,23,1.77,659.0,25900,36,MORTGAGE,0
44230.06,11,24.78,617.0,20700,36,RENT,0
58922.53,31,30.75,707.0,17500,60,MORTGAGE,0
33173.74,17,21.92,577.0,26000,36,MORTGAGE,1
33663.16,12,0.0,655.0,2700,36,OWN,0
172068.54,3,31.4,622.0,34900,36,MORTGAGE,0
38937.66,22,23.98,659.0,22200,60,MORTGAGE,1
50943.82,9,26.18,707.0,18200,36,MORTGAGE,0
49830.45,4,19.2,676.0,49200,36,RENT,1
48500.12,39,0.68,636.0,34700,36,MORTGAGE,0
81688.9,13,25.81,712.0,47400,36,MORTGAGE,0
96189.11,33,17.81,543.0,33700,60,RENT,0
51380.95,27,12.69,664.0,14500,36,RENT,0
32265.73,7,37.43,616.0,21000,60,RENT,0
113234.95,15,25.89,707.0,42600,36,MORTGAGE,0
57086.87,30,22.19,543.0,44000,36,MORTGAGE,0
142224.33,6,11.37,664.0,11700,36,RENT,0
19481.24,2,10.12,615.0,38000,36,MORTGAGE,0
66019.25,28,25.02,717.0,9000,36,RENT,0
156264.16,35,0.05,650.0,7700,36,RENT,0
50179.8,38,25.51,655.0,46900,60,OWN,0
53490.18,3,26.12,671.0,4500,36,RENT,0
69407.89,8,33.75,672.0,24900,36,MORTGAGE,0
45279.16,16,29.82,662.0,20800,36,MORTGAGE,1
51224.03,19,31.4,670.0,39300,36,MORTGAGE,0
50568.92,13,14.03,667.0,38800,60,RENT,0
43751.87,28,5.34,783.0,44400,60,MORTGAGE,0
110683.3,12,21.76,593.0,46000,36,RENT,0
75398.23,35,24.44,635.0,49900,36,MORTGAGE,1
67867.61,16,30.11,670.0,22500,36,RENT,0
89705.33,3,34.87,734.0,42500,36,RENT,0
52460.83,19,8.36,715.0,40900,60,RENT,0
40655.85,10,28.57,714.0,42200,36,MORTGAGE,0
44297.69,21,0.0,662.0,47500,36,MORTGAGE,0
59927.54,7,22.75,732.0,17200,36,OWN,0
35256.11,27,27.0,629.0,25900,60,RENT,0
46623.94,40,4.73,711.0,48600,36,RENT,0
46255.78,29,26.24,674.0,23900,60,MORTGAGE,0
173213.14,32,9.35,702.0,18600,36,OWN,0
14959.36,32,16.06,576.0,9800,60,RENT,0
54731.25,35,28.6,580.0,7400,36,RENT,0
141895.61,26,16.82,673.0,23800,36,RENT,0
63635.21,19,16.67,667.0,46300,36,RENT,0
87265.35,32,23.19,621.0,39900,36,RENT,0
62938.49,24,27.98,717.0,9800,36,RENT,1
42887.4,18,19.99,622.0,30800,36,MORTGAGE,1
19517.02,20,35.82,676.0,24800,36,RENT,1
66351.91,32,16.64,657.0,28900,36,MORTGAGE,1
40627.35,2,32.33,701.0,13700,36,MORTGAGE,0
40128.11,13,25.3,602.0,32100,60,MORTGAGE,0
46653.65,14,26.72,585.0,40000,36,MORTGAGE,0
143262.04,32,8.39,714.0,10000,36,RENT,0
199270.56,21,32.16,737.0,42600,60,RENT,1
66742.95,0,21.2,688.0,13600,36,MORTGAGE,0
47458.76,30,43.12,621.0,14600,60,MORTGAGE,1
33235.93,34,22.57,692.0,9900,36,MORTGAGE,0
75680.07,19,19.8,703.0,37700,36,RENT,0
146013.27,31,14.86,631.0,30700,60,RENT,0
52909.06,11,20.05,690.0,32300,36,RENT,0
18224.13,15,34.11,653.0,44900,36,RENT,0
83702.56,7,27.83,682.0,43200,36,MORTGAGE,1
97997.76,13,22.95,611.0,10900,60,RENT,1
27094.26,17,28.56,695.0,41100,60,RENT,0
65397.68,29,15.58,645.0,16800,36,RENT,0
75027.73,32,14.81,642.0,11800,36,MORTGAGE,0
57725.04,33,13.73,692.0,24000,36,OWN,0
40320.47,33,29.88,651.0,30000,36,MORTGAGE,0
99505.54,6,30.88,608.0,49800,36,MORTGAGE,0
48938.03,5,12.01,742.0,6400,60,MORTGAGE,0
28492.81,5,13.25,667.0,26300,36,MORTGAGE,0
21488.28,21,18.64,648.0,34300,36,RENT,0
112468.08,7,9.77,681.0,30000,36,RENT,0
81497.86,36,22.35,677.0,43800,36,MORTGAGE,0
62566.59,14,34.36,676.0,4100,36,RENT,0
48043.53,25,23.68,723.0,17700,36,MORTGAGE,0
45958.81,38,30.27,744.0,46400,60,RENT,0
34966.01,2,6.79,645.0,32800,60,RENT,0
48255.84,9,14.97,700.0,41100,36,MORTGAGE,0
20742.84,2,1.03,680.0,5000,36,RENT,0
41438.6,29,19.38,697.0,10100,60,MORTGAGE,0
51253.09,21,41.82,730.0,41700,36,MORTGAGE,0
81221.89,2,37.71,719.0,42400,36,MORTGAGE,0
58690.71,0,23.86,690.0,15500,36,MORTGAGE,0
89095.27,32,20.81,646.0,46900,36,OWN,0
117543.95,18,24.8,699.0,31000,36,MORTGAGE,1
101629.09,35,8.21,628.0,4600,36,MORTGAGE,1
75754.64,33,22.44,698.0,5200,36,MORTGAGE,0
60230.33,30,0.0,686.0,32700,36,RENT,0
36666.03,23,0.0,589.0,29600,36,RENT,0
86679.44,11,16.54,654.0,3000,36,RENT,0
138672.97,12,43.74,650.0,33200,60,MORTGAGE,0
71043.88,15,36.66,709.0,1000,36,OWN,0
156158.93,15,31.45,674.0,16500,60,OWN,0
27923.23,19,20.17,584.0,48900,36,MORTGAGE,1
33621.41,40,35.59,681.0,11600,60,RENT,0
91821.41,26,14.88,689.0,6000,36,MORTGAGE,0
68332.8,38,8.16,679.0,45500,60,OWN,0
115484.44,12,14.3,628.0,24400,36,RENT,0
59412.75,3,3.93,699.0,46700,36,MORTGAGE,0
38793.67,31,42.66,656.0,35200,36,MORTGAGE,0
53809.4,39,25.43,659.0,11600,60,RENT,1
27824.11,33,11.29,592.0,22600,36,OWN,0
34054.06,38,19.21,598.0,11300,36,RENT,0
97364.99,16,18.9,850.0,23800,36,RENT,0
92632.35,23,34.35,621.0,27900,36,OWN,1
71790.12,28,42.38,568.0,46800,36,RENT,0
25322.82,27,30.85,634.0,23300,60,MORTGAGE,0
50051.02,21,27.42,657.0,32000,36,OWN,0
32451.44,27,23.19,612.0,34700,36,OWN,0
107825.19,24,21.16,641.0,9400,60,RENT,0
44718.34,40,20.92,658.0,30300,36,MORTGAGE,0
34791.42,2,21.14,677.0,9500,36,RENT,0
60772.83,12,18.02,600.0,45900,36,RENT,0
43474.19,30,15.51,644.0,37200,60,OWN,0
125727.48,12,9.4,685.0,27000,36,MORTGAGE,0
41464.57,40,17.65,651.0,6900,60,RENT,0
29744.09,17,6.89,622.0,25100,36,MORTGAGE,1
20405.16,36,14.37,597.0,12800,36,RENT,0
58959.54,33,18.9,756.0,11600,36,OWN,0
45208.25,16,22.6,548.0,13700,36,MORTGAGE,1
29306.0,20,22.43,707.0,18000,36,RENT,0
108511.69,35,24.94,625.0,5800,36,RENT,0
83585.27,39,24.09,689.0,21700,60,OWN,0
59035.31,18,37.94,674.0,11500,36,MORTGAGE,0
118440.16,11,36.58,632.0,46200,36,OWN,0
83388.69,27,16.15,667.0,10300,36,MORTGAGE,0
39678.79,10,29.19,642.0,39100,36,MORTGAGE,0
35610.29,36,18.25,661.0,24800,36,MORTGAGE,1
90128.42,27,3.28,742.0,10700,36,MORTGAGE,0
72997.72,34,26.65,745.0,38200,60,MORTGAGE,0
65177.78,14,14.72,633.0,1200,60,MORTGAGE,0
39212.51,15,13.21,679.0,26700,60,MORTGAGE,1
81143.44,6,14.17,727.0,13800,36,RENT,0
41037.87,2,12.45,641.0,16000,60,RENT,0
56897.5,30,38.32,699.0,45800,36,OWN,0
123435.26,11,7.95,803.0,21600,36,MORTGAGE,0
43026.99,7,18.46,606.0,19400,36,OWN,0
27268.99,24,3.12,678.0,11300,60,MORTGAGE,0
35373.79,34,12.68,609.0,21000,36,RENT,0
98434.77,11,6.86,649.0,5600,36,RENT,0
68006.98,20,25.17,649.0,19500,36,MORTGAGE,0
56137.61,25,4.76,691.0,15900,36,RENT,0
46418.49,1,34.31,766.0,7400,36,RENT,0
76319.21,13,6.86,645.0,38200,36,RENT,0
39161.43,3,9.61,712.0,37300,60,MORTGAGE,0
69761.17,16,26.74,628.0,29100,36,RENT,0
41538.36,4,38.78,641.0,20300,36,RENT,0
38222.14,23,15.63,727.0,36800,36,MORTGAGE,0
43532.2,6,25.94,711.0,34200,60,OWN,0
49627.3,22,9.55,646.0,11200,36,OWN,0
58430.02,16,14.89,639.0,44800,36,MORTGAGE,0
67354.7,11,18.91,696.0,28300,36,RENT,0
9469.37,10,11.72,600.0,36600,36,RENT,1
39981.6,10,31.4,638.0,6900,36,RENT,0
49227.86,33,28.02,646.0,23300,60,MORTGAGE,0
127074.78,36,14.68,676.0,7600,36,MORTGAGE,0
34891.51,28,0.0,630.0,17700,60,MORTGAGE,0
64951.64,35,12.74,590.0,2000,60,RENT,0
126438.99,26,32.59,763.0,44700,36,OWN,0
31055.02,21,18.75,698.0,8500,36,MORTGAGE,0
72910.48,1,30.24,670.0,32600,60,RENT,0
40089.27,35,36.52,625.0,19200,36,MORTGAGE,1
46522.12,29,26.07,725.0,28800,36,RENT,0
40072.46,6,31.3,685.0,22900,60,RENT,0
41525.85,11,14.31,630.0,14700,36,MORTGAGE,0
233504.37,2,31.63,723.0,19900,36,MORTGAGE,0
91329.39,16,17.88,682.0,12400,60,RENT,0
103867.25,40,12.33,688.0,28300,36,MORTGAGE,1
76572.76,31,41.15,718.0,27500,36,MORTGAGE,1
26819.15,7,19.8,679.0,39000,36,MORTGAGE,0
72946.31,22,12.87,717.0,40200,36,MORTGAGE,0
102381.86,37,24.25,772.0,21500,60,RENT,0
39077.43,29,9.14,691.0,29300,36,RENT,0
97019.12,14,7.44,797.0,17100,60,MORTGAGE,0
85149.87,9,17.9,737.0,1600,60,RENT,0
151148.79,37,5.6,676.0,21400,36,MORTGAGE,0
48586.86,14,15.26,590.0,27000,36,MORTGAGE,0
34585.66,29,6.88,719.0,32100,36,MORTGAGE,0
49970.39,25,29.8,602.0,10500,36,MORTGAGE,1
122735.33,13,36.85,692.0,32000,60,RENT,0
23999.71,2,6.1,688.0,31900,36,MORTGAGE,0
21286.16,35,41.32,596.0,36300,60,RENT,1
62611.09,25,27.6,639.0,48300,60,MORTGAGE,0
47987.96,13,22.43,612.0,1700,36,RENT,0
60105.94,30,4.77,773.0,32700,60,RENT,0
96053.05,13,3.59,716.0,19900,60,RENT,0
45420.34,39,19.64,628.0,48500,36,RENT,0
23470.44,9,18.27,574.0,41700,36,RENT,0
166415.14,8,17.05,647.0,40100,36,RENT,0
36365.87,39,20.49,629.0,22000,36,MORTGAGE,0
35259.19,17,12.86,632.0,19300,36,RENT,0
103970.24,35,17.76,721.0,35800,36,MORTGAGE,1
49402.46,35,19.96,596.0,28000,36,MORTGAGE,0
58006.19,11,45.71,724.0,9900,36,MORTGAGE,0
76221.21,39,0.0,585.0,40100,36,MORTGAGE,0
102928.67,2,23.75,677.0,2100,36,MORTGAGE,0
50679.14,17,20.84,632.0,7900,36,MORTGAGE,0
128024.38,6,20.2,735.0,23700,60,MORTGAGE,0
20580.52,30,23.66,721.0,5800,36,MORTGAGE,0
87543.72,0,39.83,718.0,46300,36,MORTGAGE,0
39349.41,30,23.45,684.0,17200,36,OWN,0
118911.6,12,5.05,670.0,6000,60,MORTGAGE,0
64281.18,28,23.59,738.0,4600,36,RENT,0
42768.08,2,18.4,613.0,23000,36,RENT,0
83401.41,28,13.84,699.0,28900,36,MORTGAGE,0
93582.08,34,21.87,733.0,27900,36,RENT,0
82532.47,14,18.82,722.0,1700,36,OWN,0
35780.27,20,17.73,686.0,1700,36,MORTGAGE,0
47004.16,18,18.98,690.0,18600,36,MORTGAGE,0
59752.34,27,8.25,715.0,30300,36,RENT,1
58651.6,3,27.17,663.0,14300,60,MORTGAGE,0
87105.28,12,18.62,749.0,30600,36,RENT,0
21862.96,14,22.65,753.0,43200,36,MORTGAGE,1
70768.09,38,11.34,581.0,38300,36,OWN,0
51792.95,31,8.81,647.0,47300,36,MORTGAGE,0
39369.62,2,16.28,606.0,33600,36,RENT,0
41305.73,29,19.71,630.0,10900,36,MORTGAGE,0
53783.99,19,15.89,674.0,10800,60,RENT,0
9891.76,1,20.86,658.0,47700,36,MORTGAGE,0
42165.4,24,0.0,655.0,8900,60,MORTGAGE,0
38641.9,10,40.04,693.0,26400,36,MORTGAGE,0
78150.49,0,12.34,638.0,47400,60,RENT,0
40024.08,9,8.41,642.0,12300,36,MORTGAGE,0
